ano_agricola;uf;produto;producao_mil_t
2021/22             ;RO;MILHO                                   ;1277.1
2021/22             ;RO;MILHO                                   ;0.0
2021/22             ;RR;MILHO                                   ;0.0
2021/22             ;RR;MILHO                                   ;0.0
2021/22             ;RR;MILHO                                   ;90.0
2021/22             ;RS;MILHO                                   ;2900.8
2021/22             ;RS;MILHO                                   ;0.0
2021/22             ;RS;MILHO                                   ;0.0
2021/22             ;SC;MILHO                                   ;2145.5
2021/22             ;SC;MILHO                                   ;0.0
2021/22             ;SC;MILHO                                   ;0.0
2021/22             ;SE;MILHO                                   ;0.0
2021/22             ;SE;MILHO                                   ;0.0
2021/22             ;SE;MILHO                                   ;899.6
2021/22             ;SP;MILHO                                   ;1995.5
2021/22             ;SP;MILHO                                   ;2334.4
2021/22             ;SP;MILHO                                   ;0.0
2021/22             ;TO;MILHO                                   ;267.2
2021/22             ;TO;MILHO                                   ;1612.5
2021/22             ;TO;MILHO                                   ;0.0
2022/23             ;AC;MILHO                                   ;89.8
2022/23             ;AC;MILHO                                   ;49.1
2022/23             ;AC;MILHO                                   ;0.0
2022/23             ;AL;MILHO                                   ;0.0
2022/23             ;AL;MILHO                                   ;0.0
2022/23             ;AL;MILHO                                   ;130.7
2022/23             ;AM;MILHO                                   ;16.5
2022/23             ;AM;MILHO                                   ;0.0
2022/23             ;AM;MILHO                                   ;0.0
2022/23             ;AP;MILHO                                   ;0.0
2022/23             ;AP;MILHO                                   ;0.0
2022/23             ;AP;MILHO                                   ;2.6
2022/23             ;BA;MILHO                                   ;2847.9
2022/23             ;BA;MILHO                                   ;127.2
2022/23             ;BA;MILHO                                   ;1051.0
2022/23             ;CE;MILHO                                   ;0.0
2022/23             ;CE;MILHO                                   ;417.9
2022/23             ;CE;MILHO                                   ;0.0
2022/23             ;DF;MILHO                                   ;153.2
2022/23             ;DF;MILHO                                   ;222.4
2022/23             ;DF;MILHO                                   ;0.0
2022/23             ;ES;MILHO                                   ;50.2
2022/23             ;ES;MILHO                                   ;0.0
2022/23             ;ES;MILHO                                   ;0.0
2022/23             ;GO;MILHO                                   ;1558.8
2022/23             ;GO;MILHO                                   ;11082.3
2022/23             ;GO;MILHO                                   ;0.0
2022/23             ;MA;MILHO                                   ;1562.6
2022/23             ;MA;MILHO                                   ;1581.2
2022/23             ;MA;MILHO                                   ;0.0
2022/23             ;MG;MILHO                                   ;5151.4
2022/23             ;MG;MILHO                                   ;2798.5
2022/23             ;MG;MILHO                                   ;0.0
2022/23             ;MS;MILHO                                   ;180.9
2022/23             ;MS;MILHO                                   ;12688.8
2022/23             ;MS;MILHO                                   ;0.0
2022/23             ;MT;MILHO                                   ;509.4
2022/23             ;MT;MILHO                                   ;50731.2
2022/23             ;MT;MILHO                                   ;0.0
2022/23             ;PA;MILHO                                   ;549.2
2022/23             ;PA;MILHO                                   ;937.1
2022/23             ;PA;MILHO                                   ;0.0
2022/23             ;PB;MILHO                                   ;0.0
2022/23             ;PB;MILHO                                   ;98.5
2022/23             ;PB;MILHO                                   ;0.0
2022/23             ;PE;MILHO                                   ;0.0
2022/23             ;PE;MILHO                                   ;101.4
2022/23             ;PE;MILHO                                   ;105.1
2022/23             ;PI;MILHO                                   ;2127.5
2022/23             ;PI;MILHO                                   ;764.6
2022/23             ;PI;MILHO                                   ;0.0
2022/23             ;PR;MILHO                                   ;3829.5
2022/23             ;PR;MILHO                                   ;14679.7
2022/23             ;PR;MILHO                                   ;0.0
2022/23             ;RJ;MILHO                                   ;8.4
2022/23             ;RJ;MILHO                                   ;0.0
2022/23             ;RJ;MILHO                                   ;0.0
2022/23             ;RN;MILHO                                   ;0.0
2022/23             ;RN;MILHO                                   ;27.8
2022/23             ;RN;MILHO                                   ;0.0
2022/23             ;RO;MILHO                                   ;47.8
2022/23             ;RO;MILHO                                   ;1524.6
2022/23             ;RO;MILHO                                   ;0.0
2022/23             ;RR;MILHO                                   ;0.0
2022/23             ;RR;MILHO                                   ;0.0
2022/23             ;RR;MILHO                                   ;90.0
2022/23             ;RS;MILHO                                   ;3731.8
2022/23             ;RS;MILHO                                   ;0.0
2022/23             ;RS;MILHO                                   ;0.0
2022/23             ;SC;MILHO                                   ;2547.2
2022/23             ;SC;MILHO                                   ;0.0
2022/23             ;SC;MILHO                                   ;0.0
2022/23             ;SE;MILHO                                   ;0.0
2022/23             ;SE;MILHO                                   ;0.0
2022/23             ;SE;MILHO                                   ;949.1
2022/23             ;SP;MILHO                                   ;2049.6
2022/23             ;SP;MILHO                                   ;2643.6
2022/23             ;SP;MILHO                                   ;0.0
2022/23             ;TO;MILHO                                   ;361.5
2022/23             ;TO;MILHO                                   ;1688.5
2022/23             ;TO;MILHO                                   ;0.0
2023/24             ;AC;MILHO                                   ;87.5
2023/24             ;AC;MILHO                                   ;38.8
2023/24             ;AC;MILHO                                   ;0.0
2023/24             ;AL;MILHO                                   ;0.0
2023/24             ;AL;MILHO                                   ;0.0
2023/24             ;AL;MILHO                                   ;146.8
2023/24             ;AM;MILHO                                   ;27.7
2023/24             ;AM;MILHO                                   ;0.0
2023/24             ;AM;MILHO                                   ;0.0
2023/24             ;AP;MILHO                                   ;0.0
2023/24             ;AP;MILHO                                   ;0.0
2023/24             ;AP;MILHO                                   ;2.2
2023/24             ;BA;MILHO                                   ;1602.4
2023/24             ;BA;MILHO                                   ;103.8
2023/24             ;BA;MILHO                                   ;1252.1
2023/24             ;CE;MILHO                                   ;0.0
2023/24             ;CE;MILHO                                   ;681.6
2023/24             ;CE;MILHO                                   ;0.0
2023/24             ;DF;MILHO                                   ;138.0
2023/24             ;DF;MILHO                                   ;210.0
2023/24             ;DF;MILHO                                   ;0.0
2023/24             ;ES;MILHO                                   ;45.4
2023/24             ;ES;MILHO                                   ;13.6
2023/24             ;ES;MILHO                                   ;0.0
2023/24             ;GO;MILHO                                   ;1416.4
2023/24             ;GO;MILHO                                   ;9919.1
2023/24             ;GO;MILHO                                   ;0.0
2023/24             ;MA;MILHO                                   ;1452.7
2023/24             ;MA;MILHO                                   ;1298.5
2023/24             ;MA;MILHO                                   ;0.0
2023/24             ;MG;MILHO                                   ;3900.2
2023/24             ;MG;MILHO                                   ;2226.7
2023/24             ;MG;MILHO                                   ;0.0
2023/24             ;MS;MILHO                                   ;130.4
2023/24             ;MS;MILHO                                   ;7950.1
2023/24             ;MS;MILHO                                   ;0.0
2023/24             ;MT;MILHO                                   ;590.3
2023/24             ;MT;MILHO                                   ;48204.9
2023/24             ;MT;MILHO                                   ;0.0
2023/24             ;PA;MILHO                                   ;569.2
2023/24             ;PA;MILHO                                   ;1190.4
2023/24             ;PA;MILHO                                   ;0.0
2023/24             ;PB;MILHO                                   ;0.0
2023/24             ;PB;MILHO                                   ;66.1
2023/24             ;PB;MILHO                                   ;0.0
2023/24             ;PE;MILHO                                   ;0.0
2023/24             ;PE;MILHO                                   ;113.7
2023/24             ;PE;MILHO                                   ;118.4
2023/24             ;PI;MILHO                                   ;1235.0
2023/24             ;PI;MILHO                                   ;310.4
2023/24             ;PI;MILHO                                   ;0.0
2023/24             ;PR;MILHO                                   ;2523.9
2023/24             ;PR;MILHO                                   ;12472.1
2023/24             ;PR;MILHO                                   ;0.0
2023/24             ;RJ;MILHO                                   ;6.8
2023/24             ;RJ;MILHO                                   ;0.0
2023/24             ;RJ;MILHO                                   ;0.0
2023/24             ;RN;MILHO                                   ;0.0
2023/24             ;RN;MILHO                                   ;23.1
2023/24             ;RN;MILHO                                   ;0.0
2023/24             ;RO;MILHO                                   ;51.2
2023/24             ;RO;MILHO                                   ;1659.8
2023/24             ;RO;MILHO                                   ;0.0
2023/24             ;RR;MILHO                                   ;0.0
2023/24             ;RR;MILHO                                   ;0.0
2023/24             ;RR;MILHO                                   ;54.0
2023/24             ;RS;MILHO                                   ;4850.3
2023/24             ;RS;MILHO                                   ;0.0
2023/24             ;RS;MILHO                                   ;0.0
2023/24             ;SC;MILHO                                   ;2370.8
2023/24             ;SC;MILHO                                   ;0.0
2023/24             ;SC;MILHO                                   ;0.0
2023/24             ;SE;MILHO                                   ;0.0
2023/24             ;SE;MILHO                                   ;0.0
2023/24             ;SE;MILHO                                   ;932.3
2023/24             ;SP;MILHO                                   ;1573.0
2023/24             ;SP;MILHO                                   ;2055.1
2023/24             ;SP;MILHO                                   ;0.0
2023/24             ;TO;MILHO                                   ;391.0
2023/24             ;TO;MILHO                                   ;1717.4
2023/24             ;TO;MILHO                                   ;0.0
2024/25             ;AC;MILHO                                   ;88.3
2024/25             ;AC;MILHO                                   ;48.0
2024/25             ;AC;MILHO                                   ;0.0
2024/25             ;AL;MILHO                                   ;0.0
2024/25             ;AL;MILHO                                   ;0.0
2024/25             ;AL;MILHO                                   ;142.6
2024/25             ;AM;MILHO                                   ;26.6
2024/25             ;AM;MILHO                                   ;0.0
2024/25             ;AM;MILHO                                   ;0.0
2024/25             ;AP;MILHO                                   ;0.0
2024/25             ;AP;MILHO                                   ;0.0
2024/25             ;AP;MILHO                                   ;2.2
2024/25             ;BA;MILHO                                   ;1370.2
2024/25             ;BA;MILHO                                   ;138.4
2024/25             ;BA;MILHO                                   ;1149.0
2024/25             ;CE;MILHO                                   ;0.0
2024/25             ;CE;MILHO                                   ;615.9
2024/25             ;CE;MILHO                                   ;0.0
2024/25             ;DF;MILHO                                   ;147.0
2024/25             ;DF;MILHO                                   ;271.8
2024/25             ;DF;MILHO                                   ;0.0
2024/25             ;ES;MILHO                                   ;45.3
2024/25             ;ES;MILHO                                   ;13.6
2024/25             ;ES;MILHO                                   ;0.0
2024/25             ;GO;MILHO                                   ;1441.7
2024/25             ;GO;MILHO                                   ;10660.9
2024/25             ;GO;MILHO                                   ;0.0
2024/25             ;MA;MILHO                                   ;1479.9
2024/25             ;MA;MILHO                                   ;1251.3
2024/25             ;MA;MILHO                                   ;0.0
2024/25             ;MG;MILHO                                   ;3882.5
2024/25             ;MG;MILHO                                   ;2512.8
2024/25             ;MG;MILHO                                   ;0.0
2024/25             ;MS;MILHO                                   ;118.4
2024/25             ;MS;MILHO                                   ;11542.2
2024/25             ;MS;MILHO                                   ;0.0
2024/25             ;MT;MILHO                                   ;603.6
2024/25             ;MT;MILHO                                   ;46175.5
2024/25             ;MT;MILHO                                   ;0.0
2024/25             ;PA;MILHO                                   ;646.8
2024/25             ;PA;MILHO                                   ;1170.1
2024/25             ;PA;MILHO                                   ;0.0
2024/25             ;PB;MILHO                                   ;0.0
2024/25             ;PB;MILHO                                   ;79.5
2024/25             ;PB;MILHO                                   ;0.0
2024/25             ;PE;MILHO                                   ;0.0
2024/25             ;PE;MILHO                                   ;83.6
2024/25             ;PE;MILHO                                   ;106.9
2024/25             ;PI;MILHO                                   ;1810.2
2024/25             ;PI;MILHO                                   ;498.9
2024/25             ;PI;MILHO                                   ;0.0
2024/25             ;PR;MILHO                                   ;2719.9
2024/25             ;PR;MILHO                                   ;14037.6
2024/25             ;PR;MILHO                                   ;0.0
2024/25             ;RJ;MILHO                                   ;7.3
2024/25             ;RJ;MILHO                                   ;0.0
2024/25             ;RJ;MILHO                                   ;0.0
2024/25             ;RN;MILHO                                   ;0.0
2024/25             ;RN;MILHO                                   ;37.0
2024/25             ;RN;MILHO                                   ;0.0
2024/25             ;RO;MILHO                                   ;55.3
2024/25             ;RO;MILHO                                   ;1942.4
2024/25             ;RO;MILHO                                   ;0.0
2024/25             ;RR;MILHO                                   ;0.0
2024/25             ;RR;MILHO                                   ;0.0
2024/25             ;RR;MILHO                                   ;54.0
2024/25             ;RS;MILHO                                   ;5515.0
2024/25             ;RS;MILHO                                   ;0.0
2024/25             ;RS;MILHO                                   ;0.0
2024/25             ;SC;MILHO                                   ;2928.0
2024/25             ;SC;MILHO                                   ;0.0
2024/25             ;SC;MILHO                                   ;0.0
2024/25             ;SE;MILHO                                   ;0.0
2024/25             ;SE;MILHO                                   ;0.0
2024/25             ;SE;MILHO                                   ;932.3
2024/25             ;SP;MILHO                                   ;1575.1
2024/25             ;SP;MILHO                                   ;2436.7
2024/25             ;SP;MILHO                                   ;0.0
2024/25             ;TO;MILHO                                   ;396.2
2024/25             ;TO;MILHO                                   ;1999.4
2024/25             ;TO;MILHO                                   ;0.0
1976/77             ;GO;SOJA                                    ;90.0
1976/77             ;MG;SOJA                                    ;95.0
1976/77             ;MT;SOJA                                    ;450.0
1976/77             ;PR;SOJA                                    ;4600.0
1976/77             ;RS;SOJA                                    ;5650.0
1976/77             ;SC;SOJA                                    ;480.0
1976/77             ;SP;SOJA                                    ;780.0
1977/78             ;GO;SOJA                                    ;98.0
1977/78             ;MG;SOJA                                    ;137.0
1977/78             ;MS;SOJA                                    ;472.0
1977/78             ;MT;SOJA                                    ;8.0
1977/78             ;PR;SOJA                                    ;3150.0
1977/78             ;RS;SOJA                                    ;4676.0
1977/78             ;SC;SOJA                                    ;440.0
1977/78             ;SP;SOJA                                    ;745.0
1978/79             ;GO;SOJA                                    ;225.0
1978/79             ;MG;SOJA                                    ;170.0
1978/79             ;MS;SOJA                                    ;849.0
1978/79             ;MT;SOJA                                    ;26.0
1978/79             ;PR;SOJA                                    ;4050.0
1978/79             ;RS;SOJA                                    ;3600.0
1978/79             ;SC;SOJA                                    ;430.0
1978/79             ;SP;SOJA                                    ;850.0
1979/80             ;BA;SOJA                                    ;2.0
1979/80             ;DF;SOJA                                    ;17.0
1979/80             ;GO;SOJA                                    ;450.0
1979/80             ;MG;SOJA                                    ;255.0
1979/80             ;MS;SOJA                                    ;1267.0
1979/80             ;MT;SOJA                                    ;117.0
1979/80             ;PR;SOJA                                    ;5420.0
1979/80             ;RS;SOJA                                    ;5582.0
1979/80             ;SC;SOJA                                    ;728.0
1979/80             ;SP;SOJA                                    ;1050.0
1980/81             ;BA;SOJA                                    ;4.0
1980/81             ;DF;SOJA                                    ;25.0
1980/81             ;GO;SOJA                                    ;429.0
1980/81             ;MG;SOJA                                    ;285.0
1980/81             ;MS;SOJA                                    ;1413.0
1980/81             ;MT;SOJA                                    ;230.0
1980/81             ;PR;SOJA                                    ;5240.0
1980/81             ;RS;SOJA                                    ;6139.0
1980/81             ;SC;SOJA                                    ;688.0
1980/81             ;SP;SOJA                                    ;1032.0
1981/82             ;BA;SOJA                                    ;0.0
1981/82             ;DF;SOJA                                    ;32.0
1981/82             ;GO;SOJA                                    ;576.0
1981/82             ;MG;SOJA                                    ;388.0
1981/82             ;MS;SOJA                                    ;1468.0
1981/82             ;MT;SOJA                                    ;361.0
1981/82             ;PR;SOJA                                    ;4262.0
1981/82             ;RS;SOJA                                    ;4252.0
1981/82             ;SC;SOJA                                    ;559.0
1981/82             ;SP;SOJA                                    ;993.0
1982/83             ;BA;SOJA                                    ;4.0
1982/83             ;DF;SOJA                                    ;42.0
1982/83             ;GO;SOJA                                    ;703.0
1982/83             ;MG;SOJA                                    ;464.0
1982/83             ;MS;SOJA                                    ;1786.0
1982/83             ;MT;SOJA                                    ;606.0
1982/83             ;PR;SOJA                                    ;4325.0
1982/83             ;RS;SOJA                                    ;5200.0
1982/83             ;SC;SOJA                                    ;436.0
1982/83             ;SP;SOJA                                    ;966.0
1983/84             ;BA;SOJA                                    ;36.0
1983/84             ;DF;SOJA                                    ;56.0
1983/84             ;GO;SOJA                                    ;922.0
1983/84             ;MG;SOJA                                    ;496.0
1983/84             ;MS;SOJA                                    ;1917.0
1983/84             ;MT;SOJA                                    ;934.0
1983/84             ;PR;SOJA                                    ;4114.0
1983/84             ;RS;SOJA                                    ;5404.0
1983/84             ;SC;SOJA                                    ;597.0
1983/84             ;SP;SOJA                                    ;864.0
1984/85             ;BA;SOJA                                    ;76.0
1984/85             ;DF;SOJA                                    ;91.0
1984/85             ;GO;SOJA                                    ;1266.0
1984/85             ;MA;SOJA                                    ;9.0
1984/85             ;MG;SOJA                                    ;853.0
1984/85             ;MS;SOJA                                    ;2562.0
1984/85             ;MT;SOJA                                    ;1654.0
1984/85             ;PR;SOJA                                    ;4448.0
1984/85             ;RS;SOJA                                    ;5710.0
1984/85             ;SC;SOJA                                    ;579.0
1984/85             ;SP;SOJA                                    ;963.0
1985/86             ;AL;SOJA                                    ;3.0
1985/86             ;BA;SOJA                                    ;139.0
1985/86             ;DF;SOJA                                    ;84.0
1985/86             ;GO;SOJA                                    ;1133.0
1985/86             ;MA;SOJA                                    ;14.0
1985/86             ;MG;SOJA                                    ;778.0
1985/86             ;MS;SOJA                                    ;1900.0
1985/86             ;MT;SOJA                                    ;1910.0
1985/86             ;PR;SOJA                                    ;2568.0
1985/86             ;RO;SOJA                                    ;0.0
1985/86             ;RS;SOJA                                    ;3261.0
1985/86             ;SC;SOJA                                    ;508.0
1985/86             ;SP;SOJA                                    ;909.0
1986/87             ;AL;SOJA                                    ;3.0
1986/87             ;BA;SOJA                                    ;144.0
1986/87             ;DF;SOJA                                    ;90.0
1986/87             ;GO;SOJA                                    ;1026.0
1986/87             ;MA;SOJA                                    ;9.0
1986/87             ;MG;SOJA                                    ;801.0
1986/87             ;MS;SOJA                                    ;2309.0
1986/87             ;MT;SOJA                                    ;2387.0
1986/87             ;PR;SOJA                                    ;3854.0
1986/87             ;RO;SOJA                                    ;1.0
1986/87             ;RS;SOJA                                    ;5056.0
1986/87             ;SC;SOJA                                    ;468.0
1986/87             ;SP;SOJA                                    ;923.0
1987/88             ;AL;SOJA                                    ;4.0
1987/88             ;BA;SOJA                                    ;342.0
1987/88             ;DF;SOJA                                    ;85.0
1987/88             ;GO;SOJA                                    ;1356.0
1987/88             ;MA;SOJA                                    ;29.0
1987/88             ;MG;SOJA                                    ;984.0
1987/88             ;MS;SOJA                                    ;2548.0
1987/88             ;MT;SOJA                                    ;2750.0
1987/88             ;PI;SOJA                                    ;0.0
1987/88             ;PR;SOJA                                    ;4771.0
1987/88             ;RO;SOJA                                    ;8.0
1987/88             ;RS;SOJA                                    ;3615.0
1987/88             ;SC;SOJA                                    ;586.0
1987/88             ;SP;SOJA                                    ;1002.0
1987/88             ;TO;SOJA                                    ;47.0
1988/89             ;AL;SOJA                                    ;4.0
1988/89             ;BA;SOJA                                    ;597.0
1988/89             ;DF;SOJA                                    ;123.0
1988/89             ;GO;SOJA                                    ;1980.0
1988/89             ;MA;SOJA                                    ;37.0
1988/89             ;MG;SOJA                                    ;1208.0
1988/89             ;MS;SOJA                                    ;2860.0
1988/89             ;MT;SOJA                                    ;3690.0
1988/89             ;PI;SOJA                                    ;0.0
1988/89             ;PR;SOJA                                    ;5054.0
1988/89             ;RO;SOJA                                    ;31.0
1988/89             ;RS;SOJA                                    ;6263.0
1988/89             ;SC;SOJA                                    ;629.0
1988/89             ;SP;SOJA                                    ;1348.0
1988/89             ;TO;SOJA                                    ;104.0
1989/90             ;AL;SOJA                                    ;4.0
1989/90             ;BA;SOJA                                    ;256.0
1989/90             ;DF;SOJA                                    ;80.0
1989/90             ;GO;SOJA                                    ;1411.0
1989/90             ;MA;SOJA                                    ;7.0
1989/90             ;MG;SOJA                                    ;874.0
1989/90             ;MS;SOJA                                    ;1934.0
1989/90             ;MT;SOJA                                    ;2901.0
1989/90             ;PI;SOJA                                    ;0.0
1989/90             ;PR;SOJA                                    ;4572.0
1989/90             ;RO;SOJA                                    ;16.0
1989/90             ;RS;SOJA                                    ;6439.0
1989/90             ;SC;SOJA                                    ;601.0
1989/90             ;SP;SOJA                                    ;969.0
1989/90             ;TO;SOJA                                    ;38.0
1990/91             ;BA;SOJA                                    ;556.0
1990/91             ;DF;SOJA                                    ;101.0
1990/91             ;GO;SOJA                                    ;1659.0
1990/91             ;MA;SOJA                                    ;8.0
1990/91             ;MG;SOJA                                    ;963.0
1990/91             ;MS;SOJA                                    ;2300.0
1990/91             ;MT;SOJA                                    ;2607.0
1990/91             ;PR;SOJA                                    ;3617.0
1990/91             ;RO;SOJA                                    ;5.0
1990/91             ;RS;SOJA                                    ;2354.0
1990/91             ;SC;SOJA                                    ;250.0
1990/91             ;SP;SOJA                                    ;968.0
1990/91             ;TO;SOJA                                    ;6.0
1991/92             ;BA;SOJA                                    ;495.0
1991/92             ;DF;SOJA                                    ;95.0
1991/92             ;GO;SOJA                                    ;1804.0
1991/92             ;MA;SOJA                                    ;25.0
1991/92             ;MG;SOJA                                    ;1003.0
1991/92             ;MS;SOJA                                    ;1929.0
1991/92             ;MT;SOJA                                    ;3485.0
1991/92             ;PR;SOJA                                    ;3415.0
1991/92             ;RO;SOJA                                    ;0.0
1991/92             ;RS;SOJA                                    ;5792.0
1991/92             ;SC;SOJA                                    ;448.0
1991/92             ;SP;SOJA                                    ;908.0
1991/92             ;TO;SOJA                                    ;19.0
1992/93             ;BA;SOJA                                    ;591.0
1992/93             ;DF;SOJA                                    ;89.0
1992/93             ;GO;SOJA                                    ;1968.0
1992/93             ;MA;SOJA                                    ;91.0
1992/93             ;MG;SOJA                                    ;1159.0
1992/93             ;MS;SOJA                                    ;2229.0
1992/93             ;MT;SOJA                                    ;4198.0
1992/93             ;PR;SOJA                                    ;4720.0
1992/93             ;RO;SOJA                                    ;11.0
1992/93             ;RS;SOJA                                    ;6293.0
1992/93             ;SC;SOJA                                    ;512.0
1992/93             ;SP;SOJA                                    ;1156.0
1992/93             ;TO;SOJA                                    ;26.0
1993/94             ;BA;SOJA                                    ;868.0
1993/94             ;DF;SOJA                                    ;110.0
1993/94             ;GO;SOJA                                    ;2387.0
1993/94             ;MA;SOJA                                    ;138.0
1993/94             ;MG;SOJA                                    ;1234.0
1993/94             ;MS;SOJA                                    ;2440.0
1993/94             ;MT;SOJA                                    ;4970.0
1993/94             ;PI;SOJA                                    ;12.0
1993/94             ;PR;SOJA                                    ;5328.0
1993/94             ;RR;SOJA                                    ;17.0
1993/94             ;RS;SOJA                                    ;5692.0
1993/94             ;SC;SOJA                                    ;556.0
1993/94             ;SP;SOJA                                    ;1265.0
1993/94             ;TO;SOJA                                    ;42.0
1994/95             ;BA;SOJA                                    ;1073.0
1994/95             ;DF;SOJA                                    ;85.0
1994/95             ;GO;SOJA                                    ;2133.0
1994/95             ;MA;SOJA                                    ;170.0
1994/95             ;MG;SOJA                                    ;1188.0
1994/95             ;MS;SOJA                                    ;2426.0
1994/95             ;MT;SOJA                                    ;5440.0
1994/95             ;PI;SOJA                                    ;25.0
1994/95             ;PR;SOJA                                    ;5535.0
1994/95             ;RO;SOJA                                    ;13.0
1994/95             ;RS;SOJA                                    ;6151.0
1994/95             ;SC;SOJA                                    ;485.0
1994/95             ;SP;SOJA                                    ;1178.0
1994/95             ;TO;SOJA                                    ;32.0
1995/96             ;BA;SOJA                                    ;699.0
1995/96             ;DF;SOJA                                    ;68.0
1995/96             ;GO;SOJA                                    ;2046.0
1995/96             ;MA;SOJA                                    ;200.0
1995/96             ;MG;SOJA                                    ;1040.0
1995/96             ;MS;SOJA                                    ;2046.0
1995/96             ;MT;SOJA                                    ;4687.0
1995/96             ;PI;SOJA                                    ;23.0
1995/96             ;PR;SOJA                                    ;6241.0
1995/96             ;RR;SOJA                                    ;5.0
1995/96             ;RS;SOJA                                    ;4402.0
1995/96             ;SC;SOJA                                    ;489.0
1995/96             ;SP;SOJA                                    ;1234.0
1995/96             ;TO;SOJA                                    ;9.0
1996/97             ;BA;SOJA                                    ;1012.0
1996/97             ;DF;SOJA                                    ;83.0
1996/97             ;GO;SOJA                                    ;2478.0
1996/97             ;MA;SOJA                                    ;252.0
1996/97             ;MG;SOJA                                    ;1176.0
1996/97             ;MS;SOJA                                    ;2156.0
1996/97             ;MT;SOJA                                    ;5721.0
1996/97             ;PI;SOJA                                    ;36.0
1996/97             ;PR;SOJA                                    ;6566.0
1996/97             ;RO;SOJA                                    ;9.0
1996/97             ;RS;SOJA                                    ;4770.0
1996/97             ;SC;SOJA                                    ;560.0
1996/97             ;SP;SOJA                                    ;1322.0
1996/97             ;TO;SOJA                                    ;20.0
1997/98             ;BA;SOJA                                    ;1202.0
1997/98             ;DF;SOJA                                    ;86.0
1997/98             ;GO;SOJA                                    ;3372.0
1997/98             ;MA;SOJA                                    ;302.0
1997/98             ;MG;SOJA                                    ;1382.0
1997/98             ;MS;SOJA                                    ;2282.0
1997/98             ;MT;SOJA                                    ;7150.0
1997/98             ;PA;SOJA                                    ;6.0
1997/98             ;PI;SOJA                                    ;57.0
1997/98             ;PR;SOJA                                    ;7191.0
1997/98             ;RO;SOJA                                    ;14.0
1997/98             ;RS;SOJA                                    ;6616.0
1997/98             ;SC;SOJA                                    ;517.0
1997/98             ;SP;SOJA                                    ;1113.0
1997/98             ;TO;SOJA                                    ;80.0
1998/99             ;BA;SOJA                                    ;1150.0
1998/99             ;DF;SOJA                                    ;64.0
1998/99             ;GO;SOJA                                    ;3418.0
1998/99             ;MA;SOJA                                    ;390.0
1998/99             ;MG;SOJA                                    ;1336.0
1998/99             ;MS;SOJA                                    ;2740.0
1998/99             ;MT;SOJA                                    ;7134.0
1998/99             ;PA;SOJA                                    ;3.0
1998/99             ;PI;SOJA                                    ;69.0
1998/99             ;PR;SOJA                                    ;7723.0
1998/99             ;RO;SOJA                                    ;26.0
1998/99             ;RS;SOJA                                    ;4764.0
1998/99             ;SC;SOJA                                    ;431.0
1998/99             ;SP;SOJA                                    ;1421.0
1998/99             ;TO;SOJA                                    ;94.0
1999/00             ;BA;SOJA                                    ;1524.7
1999/00             ;DF;SOJA                                    ;92.8
1999/00             ;GO;SOJA                                    ;4072.6
1999/00             ;MA;SOJA                                    ;439.3
1999/00             ;MG;SOJA                                    ;1396.8
1999/00             ;MS;SOJA                                    ;2323.9
1999/00             ;MT;SOJA                                    ;8456.0
1999/00             ;PA;SOJA                                    ;4.9
1999/00             ;PI;SOJA                                    ;100.0
1999/00             ;PR;SOJA                                    ;7134.4
1999/00             ;RO;SOJA                                    ;35.4
1999/00             ;RS;SOJA                                    ;4965.0
1999/00             ;SC;SOJA                                    ;515.5
1999/00             ;SP;SOJA                                    ;1172.9
1999/00             ;TO;SOJA                                    ;110.4
2000/01             ;BA;SOJA                                    ;1450.0
2000/01             ;DF;SOJA                                    ;74.0
2000/01             ;GO;SOJA                                    ;4158.0
2000/01             ;MA;SOJA                                    ;483.0
2000/01             ;MG;SOJA                                    ;1496.0
2000/01             ;MS;SOJA                                    ;3130.0
2000/01             ;MT;SOJA                                    ;9641.0
2000/01             ;PA;SOJA                                    ;2.0
2000/01             ;PI;SOJA                                    ;143.0
2000/01             ;PR;SOJA                                    ;8623.0
2000/01             ;RO;SOJA                                    ;76.0
2000/01             ;RS;SOJA                                    ;7113.0
2000/01             ;SC;SOJA                                    ;527.0
2000/01             ;SP;SOJA                                    ;1378.0
2000/01             ;TO;SOJA                                    ;139.0
2001/02             ;AM;SOJA                                    ;1.6
2001/02             ;BA;SOJA                                    ;1464.0
2001/02             ;DF;SOJA                                    ;101.4
2001/02             ;GO;SOJA                                    ;5379.1
2001/02             ;MA;SOJA                                    ;540.9
2001/02             ;MG;SOJA                                    ;1926.9
2001/02             ;MS;SOJA                                    ;3278.6
2001/02             ;MT;SOJA                                    ;11636.7
2001/02             ;PA;SOJA                                    ;7.3
2001/02             ;PI;SOJA                                    ;91.1
2001/02             ;PR;SOJA                                    ;9478.0
2001/02             ;RO;SOJA                                    ;89.2
2001/02             ;RR;SOJA                                    ;8.4
2001/02             ;RS;SOJA                                    ;5579.2
2001/02             ;SC;SOJA                                    ;546.5
2001/02             ;SP;SOJA                                    ;1525.5
2001/02             ;TO;SOJA                                    ;262.5
2002/03             ;AM;SOJA                                    ;5.0
2002/03             ;BA;SOJA                                    ;1556.0
2002/03             ;DF;SOJA                                    ;120.0
2002/03             ;GO;SOJA                                    ;6360.0
2002/03             ;MA;SOJA                                    ;655.0
2002/03             ;MG;SOJA                                    ;2332.0
2002/03             ;MS;SOJA                                    ;4104.0
2002/03             ;MT;SOJA                                    ;12949.0
